location,timestamp,median_price,TIME_REF
Marlborough,2010-07-31,305000,2010.07
Marlborough,2010-08-31,280000,2010.08
Marlborough,2010-09-30,320000,2010.09
Marlborough,2010-10-31,266500,2010.10
Marlborough,2010-11-30,282000,2010.11
Marlborough,2010-12-31,290000,2010.12
Marlborough,2011-01-31,272500,2011.01
Marlborough,2011-02-28,270000,2011.02
Marlborough,2011-03-31,262000,2011.03
Marlborough,2011-04-30,333000,2011.04
Marlborough,2011-05-31,302750,2011.05
Marlborough,2011-06-30,285000,2011.06
Marlborough,2011-07-31,290000,2011.07
Marlborough,2011-08-31,290000,2011.08
Marlborough,2011-09-30,302500,2011.09
Marlborough,2011-10-31,325000,2011.10
Marlborough,2011-11-30,272000,2011.11
Marlborough,2011-12-31,325000,2011.12
Marlborough,2012-01-31,249000,2012.01
Marlborough,2012-02-29,298500,2012.02
Marlborough,2012-03-31,305000,2012.03
Marlborough,2012-04-30,310000,2012.04
Marlborough,2012-05-31,311000,2012.05
Marlborough,2012-06-30,285000,2012.06
Marlborough,2012-07-31,266000,2012.07
Marlborough,2012-08-31,285000,2012.08
Marlborough,2012-09-30,297500,2012.09
Marlborough,2012-10-31,285000,2012.10
Marlborough,2012-11-30,297000,2012.11
Marlborough,2012-12-31,325000,2012.12
Marlborough,2013-01-31,299250,2013.01
Marlborough,2013-02-28,297000,2013.02
Marlborough,2013-03-31,305000,2013.03
Marlborough,2013-04-30,312000,2013.04
Marlborough,2013-05-31,288000,2013.05
Marlborough,2013-06-30,285000,2013.06
Marlborough,2013-07-31,293000,2013.07
Marlborough,2013-08-31,272000,2013.08
Marlborough,2013-09-30,305000,2013.09
Marlborough,2013-10-31,310000,2013.10
Marlborough,2013-11-30,285000,2013.11
Marlborough,2013-12-31,310000,2013.12
Marlborough,2014-01-31,347500,2014.01
Marlborough,2014-02-28,297000,2014.02
Marlborough,2014-03-31,299000,2014.03
Marlborough,2014-04-30,337500,2014.04
Marlborough,2014-05-31,308000,2014.05
Marlborough,2014-06-30,300000,2014.06
Marlborough,2014-07-31,326000,2014.07
Marlborough,2014-08-31,320000,2014.08
Marlborough,2014-09-30,297000,2014.09
Marlborough,2014-10-31,338000,2014.10
Marlborough,2014-11-30,307500,2014.11
Marlborough,2014-12-31,305000,2014.12
Marlborough,2015-01-31,310000,2015.01
Marlborough,2015-02-28,325000,2015.02
Marlborough,2015-03-31,318000,2015.03
Marlborough,2015-04-30,315000,2015.04
Marlborough,2015-05-31,288000,2015.05
Marlborough,2015-06-30,297000,2015.06
Marlborough,2015-07-31,332500,2015.07
Marlborough,2015-08-31,320000,2015.08
Marlborough,2015-09-30,307000,2015.09
Marlborough,2015-10-31,339000,2015.10
Marlborough,2015-11-30,329000,2015.11
Marlborough,2015-12-31,343000,2015.12
Marlborough,2016-01-31,342000,2016.01
Marlborough,2016-02-29,342000,2016.02
Marlborough,2016-03-31,360000,2016.03
Marlborough,2016-04-30,325000,2016.04
Marlborough,2016-05-31,355000,2016.05
Marlborough,2016-06-30,350000,2016.06
Marlborough,2016-07-31,340500,2016.07
Marlborough,2016-08-31,360000,2016.08
Marlborough,2016-09-30,369200,2016.09
Marlborough,2016-10-31,360000,2016.10
Marlborough,2016-11-30,400000,2016.11
Marlborough,2016-12-31,380000,2016.12
Marlborough,2017-01-31,390000,2017.01
Marlborough,2017-02-28,395000,2017.02
Marlborough,2017-03-31,380000,2017.03
Marlborough,2017-04-30,410000,2017.04
Marlborough,2017-05-31,405000,2017.05
Marlborough,2017-06-30,395000,2017.06
Marlborough,2017-07-31,400000,2017.07
Marlborough,2017-08-31,420000,2017.08
Marlborough,2017-09-30,395000,2017.09
Marlborough,2017-10-31,420000,2017.10
Marlborough,2017-11-30,437000,2017.11
Marlborough,2017-12-31,372000,2017.12
Marlborough,2018-01-31,410000,2018.01
Marlborough,2018-02-28,416500,2018.02
Marlborough,2018-03-31,404000,2018.03
Marlborough,2018-04-30,420000,2018.04
Marlborough,2018-05-31,425000,2018.05
Marlborough,2018-06-30,440000,2018.06
Marlborough,2018-07-31,460000,2018.07
Marlborough,2018-08-31,440000,2018.08
Marlborough,2018-09-30,418000,2018.09
Marlborough,2018-10-31,382500,2018.10
Marlborough,2018-11-30,450000,2018.11
Marlborough,2018-12-31,430000,2018.12
Marlborough,2019-01-31,465000,2019.01
Marlborough,2019-02-28,438500,2019.02
Marlborough,2019-03-31,458000,2019.03
Marlborough,2019-04-30,427500,2019.04
Marlborough,2019-05-31,420000,2019.05
Marlborough,2019-06-30,435000,2019.06
Marlborough,2019-07-31,432500,2019.07
Marlborough,2019-08-31,435000,2019.08
Marlborough,2019-09-30,464098,2019.09
Marlborough,2019-10-31,445500,2019.10
Marlborough,2019-11-30,490000,2019.11
Marlborough,2019-12-31,480000,2019.12
Marlborough,2020-01-31,480000,2020.01
Marlborough,2020-02-29,531250,2020.02
Marlborough,2020-03-31,505000,2020.03
Marlborough,2020-04-30,460000,2020.04
Marlborough,2020-05-31,490000,2020.05
Marlborough,2020-06-30,452000,2020.06
Marlborough,2020-07-31,475000,2020.07
Marlborough,2020-08-31,492500,2020.08
Marlborough,2020-09-30,530000,2020.09
Marlborough,2020-10-31,565000,2020.10
Marlborough,2020-11-30,590000,2020.11
Marlborough,2020-12-31,571000,2020.12
Marlborough,2021-01-31,550000,2021.01
Marlborough,2021-02-28,615500,2021.02
West Coast,1992-01-31,70000,1992.01
West Coast,1992-02-29,55000,1992.02
West Coast,1992-03-31,63500,1992.03
West Coast,1992-04-30,64000,1992.04
West Coast,1992-05-31,73000,1992.05
West Coast,1992-06-30,70000,1992.06
West Coast,1992-07-31,72000,1992.07
West Coast,1992-08-31,66000,1992.08
West Coast,1992-09-30,66500,1992.09
West Coast,1992-10-31,58000,1992.10
West Coast,1992-11-30,52000,1992.11
West Coast,1992-12-31,67000,1992.12
West Coast,1993-01-31,60000,1993.01
West Coast,1993-02-28,66500,1993.02
West Coast,1993-03-31,71500,1993.03
West Coast,1993-04-30,70000,1993.04
West Coast,1993-05-31,67000,1993.05
West Coast,1993-06-30,68500,1993.06
West Coast,1993-07-31,72000,1993.07
West Coast,1993-08-31,67000,1993.08
West Coast,1993-09-30,63000,1993.09
West Coast,1993-10-31,70000,1993.10
West Coast,1993-11-30,79000,1993.11
West Coast,1993-12-31,73000,1993.12
West Coast,1994-01-31,78000,1994.01
West Coast,1994-02-28,71000,1994.02
West Coast,1994-03-31,70000,1994.03
West Coast,1994-04-30,78000,1994.04
West Coast,1994-05-31,75000,1994.05
West Coast,1994-06-30,69000,1994.06
West Coast,1994-07-31,68000,1994.07
West Coast,1994-08-31,79000,1994.08
West Coast,1994-09-30,75000,1994.09
West Coast,1994-10-31,72500,1994.10
West Coast,1994-11-30,92000,1994.11
West Coast,1994-12-31,76000,1994.12
West Coast,1995-01-31,76000,1995.01
West Coast,1995-02-28,73000,1995.02
West Coast,1995-03-31,68000,1995.03
West Coast,1995-04-30,90000,1995.04
West Coast,1995-05-31,84500,1995.05
West Coast,1995-06-30,85000,1995.06
West Coast,1995-07-31,70000,1995.07
West Coast,1995-08-31,85000,1995.08
West Coast,1995-09-30,76000,1995.09
West Coast,1995-10-31,75000,1995.10
West Coast,1995-11-30,77000,1995.11
West Coast,1995-12-31,65000,1995.12
West Coast,1996-01-31,69000,1996.01
West Coast,1996-02-29,82500,1996.02
West Coast,1996-03-31,97000,1996.03
West Coast,1996-04-30,72500,1996.04
West Coast,1996-05-31,79000,1996.05
West Coast,1996-06-30,87500,1996.06
West Coast,1996-07-31,90000,1996.07
West Coast,1996-08-31,75000,1996.08
West Coast,1996-09-30,65000,1996.09
West Coast,1996-10-31,73000,1996.10
West Coast,1996-11-30,76500,1996.11
West Coast,1996-12-31,80000,1996.12
West Coast,1997-01-31,78000,1997.01
West Coast,1997-02-28,68000,1997.02
West Coast,1997-03-31,80000,1997.03
West Coast,1997-04-30,83000,1997.04
West Coast,1997-05-31,80000,1997.05
West Coast,1997-06-30,120000,1997.06
West Coast,1997-07-31,86000,1997.07
West Coast,1997-08-31,60000,1997.08
West Coast,1997-09-30,90000,1997.09
West Coast,1997-10-31,76000,1997.10
West Coast,1997-11-30,80000,1997.11
West Coast,1997-12-31,88000,1997.12
West Coast,1998-01-31,85000,1998.01
West Coast,1998-02-28,57000,1998.02
West Coast,1998-03-31,89000,1998.03
West Coast,1998-04-30,86000,1998.04
West Coast,1998-05-31,95000,1998.05
West Coast,1998-06-30,78000,1998.06
West Coast,1998-07-31,103000,1998.07
West Coast,1998-08-31,103000,1998.08
West Coast,1998-09-30,93000,1998.09
West Coast,1998-10-31,87000,1998.10
West Coast,1998-11-30,92000,1998.11
West Coast,1998-12-31,174000,1998.12
West Coast,1999-01-31,111000,1999.01
West Coast,1999-02-28,77000,1999.02
West Coast,1999-03-31,102500,1999.03
West Coast,1999-04-30,88000,1999.04
West Coast,1999-05-31,90000,1999.05
West Coast,1999-06-30,65000,1999.06
West Coast,1999-07-31,100000,1999.07
West Coast,1999-08-31,75000,1999.08
West Coast,1999-09-30,77000,1999.09
West Coast,1999-10-31,105000,1999.10
West Coast,1999-11-30,90000,1999.11
West Coast,1999-12-31,91000,1999.12
West Coast,2000-01-31,77000,2000.01
West Coast,2000-02-29,54000,2000.02
West Coast,2000-03-31,59000,2000.03
West Coast,2000-04-30,64000,2000.04
West Coast,2000-05-31,100000,2000.05
West Coast,2000-06-30,73000,2000.06
West Coast,2000-07-31,70000,2000.07
West Coast,2000-08-31,70000,2000.08
West Coast,2000-09-30,64000,2000.09
West Coast,2000-10-31,56000,2000.10
West Coast,2000-11-30,70000,2000.11
West Coast,2000-12-31,75000,2000.12
West Coast,2001-01-31,52000,2001.01
West Coast,2001-02-28,63000,2001.02
West Coast,2001-03-31,85000,2001.03
West Coast,2001-04-30,78000,2001.04
West Coast,2001-05-31,72000,2001.05
West Coast,2001-06-30,68500,2001.06
West Coast,2001-07-31,67500,2001.07
West Coast,2001-08-31,36000,2001.08
West Coast,2001-09-30,85000,2001.09
West Coast,2001-10-31,90000,2001.10
West Coast,2001-11-30,38000,2001.11
West Coast,2001-12-31,60000,2001.12
West Coast,2002-01-31,75000,2002.01
West Coast,2002-02-28,65000,2002.02
West Coast,2002-03-31,78000,2002.03
West Coast,2002-04-30,60000,2002.04
West Coast,2002-05-31,95000,2002.05
West Coast,2002-06-30,65000,2002.06
West Coast,2002-07-31,68000,2002.07
West Coast,2002-08-31,80000,2002.08
West Coast,2002-09-30,76000,2002.09
West Coast,2002-10-31,85000,2002.10
West Coast,2002-11-30,63000,2002.11
West Coast,2002-12-31,70000,2002.12
West Coast,2003-01-31,95000,2003.01
West Coast,2003-02-28,74000,2003.02
West Coast,2003-03-31,77000,2003.03
West Coast,2003-04-30,72300,2003.04
West Coast,2003-05-31,75000,2003.05
West Coast,2003-06-30,80000,2003.06
West Coast,2003-07-31,73000,2003.07
West Coast,2003-08-31,76000,2003.08
West Coast,2003-09-30,75000,2003.09
West Coast,2003-10-31,76500,2003.10
West Coast,2003-11-30,76000,2003.11
West Coast,2003-12-31,95000,2003.12
West Coast,2004-01-31,80000,2004.01
West Coast,2004-02-29,89000,2004.02
West Coast,2004-03-31,103000,2004.03
West Coast,2004-04-30,95000,2004.04
West Coast,2004-05-31,80000,2004.05
West Coast,2004-06-30,126000,2004.06
West Coast,2004-07-31,120000,2004.07
West Coast,2004-08-31,102000,2004.08
West Coast,2004-09-30,135000,2004.09
West Coast,2004-10-31,115000,2004.10
West Coast,2004-11-30,112000,2004.11
West Coast,2004-12-31,119000,2004.12
West Coast,2005-01-31,135000,2005.01
West Coast,2005-02-28,140000,2005.02
West Coast,2005-03-31,126500,2005.03
West Coast,2005-04-30,134000,2005.04
West Coast,2005-05-31,125000,2005.05
West Coast,2005-06-30,120000,2005.06
West Coast,2005-07-31,140500,2005.07
West Coast,2005-08-31,155000,2005.08
West Coast,2005-09-30,150000,2005.09
West Coast,2005-10-31,169000,2005.10
West Coast,2005-11-30,145000,2005.11
West Coast,2005-12-31,158000,2005.12
West Coast,2006-01-31,135000,2006.01
West Coast,2006-02-28,131000,2006.02
West Coast,2006-03-31,155000,2006.03
West Coast,2006-04-30,160000,2006.04
West Coast,2006-05-31,162000,2006.05
West Coast,2006-06-30,165000,2006.06
West Coast,2006-07-31,160000,2006.07
West Coast,2006-08-31,167000,2006.08
West Coast,2006-09-30,180000,2006.09
West Coast,2006-10-31,145000,2006.10
West Coast,2006-11-30,164000,2006.11
West Coast,2006-12-31,170650,2006.12
West Coast,2007-01-31,188500,2007.01
West Coast,2007-02-28,188000,2007.02
West Coast,2007-03-31,185000,2007.03
West Coast,2007-04-30,182000,2007.04
West Coast,2007-05-31,189500,2007.05
West Coast,2007-06-30,178000,2007.06
West Coast,2007-07-31,165000,2007.07
West Coast,2007-08-31,209000,2007.08
West Coast,2007-09-30,175000,2007.09
West Coast,2007-10-31,192000,2007.10
West Coast,2007-11-30,190000,2007.11
West Coast,2007-12-31,172000,2007.12
West Coast,2008-01-31,230000,2008.01
West Coast,2008-02-29,190000,2008.02
West Coast,2008-03-31,185000,2008.03
West Coast,2008-04-30,160000,2008.04
West Coast,2008-05-31,180000,2008.05
West Coast,2008-06-30,185000,2008.06
West Coast,2008-07-31,210000,2008.07
West Coast,2008-08-31,220000,2008.08
West Coast,2008-09-30,177000,2008.09
West Coast,2008-10-31,195000,2008.10
West Coast,2008-11-30,180000,2008.11
West Coast,2008-12-31,225000,2008.12
West Coast,2009-01-31,155000,2009.01
West Coast,2009-02-28,210000,2009.02
West Coast,2009-03-31,161000,2009.03
West Coast,2009-04-30,165000,2009.04
West Coast,2009-05-31,212000,2009.05
West Coast,2009-06-30,190000,2009.06
West Coast,2009-07-31,223000,2009.07
West Coast,2009-08-31,160000,2009.08
West Coast,2009-09-30,185000,2009.09
West Coast,2009-10-31,182500,2009.10
West Coast,2009-11-30,225500,2009.11
West Coast,2009-12-31,190000,2009.12
West Coast,2010-01-31,200000,2010.01
West Coast,2010-02-28,187000,2010.02
West Coast,2010-03-31,225000,2010.03
West Coast,2010-04-30,195000,2010.04
West Coast,2010-05-31,169000,2010.05
West Coast,2010-06-30,190000,2010.06
West Coast,2010-07-31,195000,2010.07
West Coast,2010-08-31,180000,2010.08
West Coast,2010-09-30,200000,2010.09
West Coast,2010-10-31,180000,2010.10
West Coast,2010-11-30,192000,2010.11
West Coast,2010-12-31,196000,2010.12
West Coast,2011-01-31,189000,2011.01
West Coast,2011-02-28,157000,2011.02
West Coast,2011-03-31,190000,2011.03
West Coast,2011-04-30,198000,2011.04
West Coast,2011-05-31,190000,2011.05
West Coast,2011-06-30,190000,2011.06
West Coast,2011-07-31,230000,2011.07
West Coast,2011-08-31,172500,2011.08
West Coast,2011-09-30,200000,2011.09
West Coast,2011-10-31,220000,2011.10
West Coast,2011-11-30,205000,2011.11
West Coast,2011-12-31,184000,2011.12
West Coast,2012-01-31,188000,2012.01
West Coast,2012-02-29,215000,2012.02
West Coast,2012-03-31,202000,2012.03
West Coast,2012-04-30,235000,2012.04
West Coast,2012-05-31,217000,2012.05
West Coast,2012-06-30,203000,2012.06
West Coast,2012-07-31,225000,2012.07
West Coast,2012-08-31,230000,2012.08
West Coast,2012-09-30,200000,2012.09
West Coast,2012-10-31,188000,2012.10
West Coast,2012-11-30,215000,2012.11
West Coast,2012-12-31,210000,2012.12
West Coast,2013-01-31,230000,2013.01
West Coast,2013-02-28,230000,2013.02
West Coast,2013-03-31,210000,2013.03
West Coast,2013-04-30,185000,2013.04
West Coast,2013-05-31,215000,2013.05
West Coast,2013-06-30,230000,2013.06
West Coast,2013-07-31,180000,2013.07
West Coast,2013-08-31,195000,2013.08
West Coast,2013-09-30,235000,2013.09
West Coast,2013-10-31,181500,2013.10
West Coast,2013-11-30,225000,2013.11
West Coast,2013-12-31,215000,2013.12
West Coast,2014-01-31,170000,2014.01
West Coast,2014-02-28,205000,2014.02
West Coast,2014-03-31,260000,2014.03
West Coast,2014-04-30,180000,2014.04
West Coast,2014-05-31,215000,2014.05
West Coast,2014-06-30,180000,2014.06
West Coast,2014-07-31,190100,2014.07
West Coast,2014-08-31,200000,2014.08
West Coast,2014-09-30,195000,2014.09
West Coast,2014-10-31,199000,2014.10
West Coast,2014-11-30,178000,2014.11
West Coast,2014-12-31,210000,2014.12
West Coast,2015-01-31,225000,2015.01
West Coast,2015-02-28,180000,2015.02
West Coast,2015-03-31,195000,2015.03
West Coast,2015-04-30,177000,2015.04
West Coast,2015-05-31,215000,2015.05
West Coast,2015-06-30,200000,2015.06
West Coast,2015-07-31,150000,2015.07
West Coast,2015-08-31,205000,2015.08
West Coast,2015-09-30,190000,2015.09
West Coast,2015-10-31,153000,2015.10
West Coast,2015-11-30,185000,2015.11
West Coast,2015-12-31,175000,2015.12
West Coast,2016-01-31,230000,2016.01
West Coast,2016-02-29,236000,2016.02
West Coast,2016-03-31,225000,2016.03
West Coast,2016-04-30,220000,2016.04
West Coast,2016-05-31,205000,2016.05
West Coast,2016-06-30,175000,2016.06
West Coast,2016-07-31,255000,2016.07
West Coast,2016-08-31,200000,2016.08
West Coast,2016-09-30,245000,2016.09
West Coast,2016-10-31,190000,2016.10
West Coast,2016-11-30,215000,2016.11
West Coast,2016-12-31,188000,2016.12
West Coast,2017-01-31,150000,2017.01
West Coast,2017-02-28,205000,2017.02
West Coast,2017-03-31,200000,2017.03
West Coast,2017-04-30,165000,2017.04
West Coast,2017-05-31,175000,2017.05
West Coast,2017-06-30,230000,2017.06
West Coast,2017-07-31,172000,2017.07
West Coast,2017-08-31,190000,2017.08
West Coast,2017-09-30,208500,2017.09
West Coast,2017-10-31,225000,2017.10
West Coast,2017-11-30,168000,2017.11
West Coast,2017-12-31,185000,2017.12
West Coast,2018-01-31,154000,2018.01
West Coast,2018-02-28,180000,2018.02
West Coast,2018-03-31,215000,2018.03
West Coast,2018-04-30,172000,2018.04
West Coast,2018-05-31,215000,2018.05
West Coast,2018-06-30,205000,2018.06
West Coast,2018-07-31,225000,2018.07
West Coast,2018-08-31,229000,2018.08
West Coast,2018-09-30,200000,2018.09
West Coast,2018-10-31,175000,2018.10
West Coast,2018-11-30,178500,2018.11
West Coast,2018-12-31,220000,2018.12
West Coast,2019-01-31,165000,2019.01
West Coast,2019-02-28,190000,2019.02
West Coast,2019-03-31,206000,2019.03
West Coast,2019-04-30,200000,2019.04
West Coast,2019-05-31,210000,2019.05
West Coast,2019-06-30,190000,2019.06
West Coast,2019-07-31,176000,2019.07
West Coast,2019-08-31,215000,2019.08
West Coast,2019-09-30,185000,2019.09
West Coast,2019-10-31,199000,2019.10
West Coast,2019-11-30,209000,2019.11
West Coast,2019-12-31,216000,2019.12
West Coast,2020-01-31,235000,2020.01
West Coast,2020-02-29,225000,2020.02
West Coast,2020-03-31,205000,2020.03
West Coast,2020-04-30,215000,2020.04
West Coast,2020-05-31,220000,2020.05
West Coast,2020-06-30,220000,2020.06
West Coast,2020-07-31,225000,2020.07
West Coast,2020-08-31,255000,2020.08
West Coast,2020-09-30,247000,2020.09
West Coast,2020-10-31,250000,2020.10
West Coast,2020-11-30,245000,2020.11
West Coast,2020-12-31,280000,2020.12
West Coast,2021-01-31,260000,2021.01
West Coast,2021-02-28,299000,2021.02
Canterbury,1992-01-31,102000,1992.01
Canterbury,1992-02-29,105000,1992.02
Canterbury,1992-03-31,105000,1992.03
Canterbury,1992-04-30,102000,1992.04
Canterbury,1992-05-31,105000,1992.05
Canterbury,1992-06-30,105000,1992.06
Canterbury,1992-07-31,105000,1992.07
Canterbury,1992-08-31,104500,1992.08
Canterbury,1992-09-30,104000,1992.09
Canterbury,1992-10-31,111000,1992.10
Canterbury,1992-11-30,106000,1992.11
Canterbury,1992-12-31,111000,1992.12
Canterbury,1993-01-31,108000,1993.01
Canterbury,1993-02-28,109000,1993.02
Canterbury,1993-03-31,109500,1993.03
Canterbury,1993-04-30,110000,1993.04
Canterbury,1993-05-31,108000,1993.05
Canterbury,1993-06-30,113000,1993.06
Canterbury,1993-07-31,107000,1993.07
Canterbury,1993-08-31,110000,1993.08
Canterbury,1993-09-30,113000,1993.09
Canterbury,1993-10-31,115000,1993.10
Canterbury,1993-11-30,116000,1993.11
Canterbury,1993-12-31,114000,1993.12
Canterbury,1994-01-31,116000,1994.01
Canterbury,1994-02-28,118000,1994.02
Canterbury,1994-03-31,116500,1994.03
Canterbury,1994-04-30,120000,1994.04
Canterbury,1994-05-31,124000,1994.05
Canterbury,1994-06-30,118000,1994.06
Canterbury,1994-07-31,122500,1994.07
Canterbury,1994-08-31,120500,1994.08
Canterbury,1994-09-30,125000,1994.09
Canterbury,1994-10-31,125000,1994.10
Canterbury,1994-11-30,128000,1994.11
Canterbury,1994-12-31,125000,1994.12
Canterbury,1995-01-31,123000,1995.01
Canterbury,1995-02-28,125000,1995.02
Canterbury,1995-03-31,126000,1995.03
Canterbury,1995-04-30,126000,1995.04
Canterbury,1995-05-31,128000,1995.05
Canterbury,1995-06-30,126000,1995.06
Canterbury,1995-07-31,124500,1995.07
Canterbury,1995-08-31,126000,1995.08
Canterbury,1995-09-30,129000,1995.09
Canterbury,1995-10-31,130000,1995.10
Canterbury,1995-11-30,128000,1995.11
Canterbury,1995-12-31,123500,1995.12
Canterbury,1996-01-31,130000,1996.01
Canterbury,1996-02-29,134500,1996.02
Canterbury,1996-03-31,133000,1996.03
Canterbury,1996-04-30,130000,1996.04
Canterbury,1996-05-31,134000,1996.05
Canterbury,1996-06-30,135500,1996.06
Canterbury,1996-07-31,130000,1996.07
Canterbury,1996-08-31,132000,1996.08
Canterbury,1996-09-30,134000,1996.09
Canterbury,1996-10-31,133000,1996.10
Canterbury,1996-11-30,136000,1996.11
Canterbury,1996-12-31,132500,1996.12
Canterbury,1997-01-31,136000,1997.01
Canterbury,1997-02-28,140000,1997.02
Canterbury,1997-03-31,138000,1997.03
Canterbury,1997-04-30,143000,1997.04
Canterbury,1997-05-31,140000,1997.05
Canterbury,1997-06-30,142000,1997.06
Canterbury,1997-07-31,143500,1997.07
Canterbury,1997-08-31,146000,1997.08
Canterbury,1997-09-30,140000,1997.09
Canterbury,1997-10-31,142500,1997.10
Canterbury,1997-11-30,149000,1997.11
Canterbury,1997-12-31,142000,1997.12
Canterbury,1998-01-31,146000,1998.01
Canterbury,1998-02-28,140000,1998.02
Canterbury,1998-03-31,146000,1998.03
Canterbury,1998-04-30,144000,1998.04
Canterbury,1998-05-31,141000,1998.05
Canterbury,1998-06-30,140000,1998.06
Canterbury,1998-07-31,146000,1998.07
Canterbury,1998-08-31,142000,1998.08
Canterbury,1998-09-30,142500,1998.09
Canterbury,1998-10-31,145000,1998.10
Canterbury,1998-11-30,143000,1998.11
Canterbury,1998-12-31,144000,1998.12
Canterbury,1999-01-31,147000,1999.01
Canterbury,1999-02-28,148000,1999.02
Canterbury,1999-03-31,140000,1999.03
Canterbury,1999-04-30,150000,1999.04
Canterbury,1999-05-31,143500,1999.05
Canterbury,1999-06-30,143000,1999.06
Canterbury,1999-07-31,148100,1999.07
Canterbury,1999-08-31,152000,1999.08
Canterbury,1999-09-30,146000,1999.09
Canterbury,1999-10-31,150000,1999.10
Canterbury,1999-11-30,146000,1999.11
Canterbury,1999-12-31,144000,1999.12
Canterbury,2000-01-31,148000,2000.01
Canterbury,2000-02-29,145000,2000.02
Canterbury,2000-03-31,152000,2000.03
Canterbury,2000-04-30,143000,2000.04
Canterbury,2000-05-31,146500,2000.05
Canterbury,2000-06-30,149000,2000.06
Canterbury,2000-07-31,144000,2000.07
Canterbury,2000-08-31,144000,2000.08
Canterbury,2000-09-30,136000,2000.09
Canterbury,2000-10-31,147000,2000.10
Canterbury,2000-11-30,145750,2000.11
Canterbury,2000-12-31,150000,2000.12
Canterbury,2001-01-31,145000,2001.01
Canterbury,2001-02-28,150000,2001.02
Canterbury,2001-03-31,150000,2001.03
Canterbury,2001-04-30,136000,2001.04
Canterbury,2001-05-31,138000,2001.05
Canterbury,2001-06-30,142000,2001.06
Canterbury,2001-07-31,138000,2001.07
Canterbury,2001-08-31,138000,2001.08
Canterbury,2001-09-30,145000,2001.09
Canterbury,2001-10-31,142500,2001.10
Canterbury,2001-11-30,143000,2001.11
Canterbury,2001-12-31,150000,2001.12
Canterbury,2002-01-31,143000,2002.01
Canterbury,2002-02-28,148000,2002.02
Canterbury,2002-03-31,141500,2002.03
Canterbury,2002-04-30,150000,2002.04
Canterbury,2002-05-31,141000,2002.05
Canterbury,2002-06-30,143000,2002.06
Canterbury,2002-07-31,144700,2002.07
Canterbury,2002-08-31,150000,2002.08
Canterbury,2002-09-30,150000,2002.09
Canterbury,2002-10-31,151000,2002.10
Canterbury,2002-11-30,155000,2002.11
Canterbury,2002-12-31,155000,2002.12
Canterbury,2003-01-31,158000,2003.01
Canterbury,2003-02-28,151000,2003.02
Canterbury,2003-03-31,160000,2003.03
Canterbury,2003-04-30,160000,2003.04
Canterbury,2003-05-31,160000,2003.05
Canterbury,2003-06-30,165000,2003.06
Canterbury,2003-07-31,172000,2003.07
Canterbury,2003-08-31,169000,2003.08
Canterbury,2003-09-30,179000,2003.09
Canterbury,2003-10-31,184000,2003.10
Canterbury,2003-11-30,185000,2003.11
Canterbury,2003-12-31,195000,2003.12
Canterbury,2004-01-31,190000,2004.01
Canterbury,2004-02-29,205000,2004.02
Canterbury,2004-03-31,203000,2004.03
Canterbury,2004-04-30,205000,2004.04
Canterbury,2004-05-31,216000,2004.05
Canterbury,2004-06-30,222000,2004.06
Canterbury,2004-07-31,220000,2004.07
Canterbury,2004-08-31,225000,2004.08
Canterbury,2004-09-30,227500,2004.09
Canterbury,2004-10-31,230000,2004.10
Canterbury,2004-11-30,230000,2004.11
Canterbury,2004-12-31,239000,2004.12
Canterbury,2005-01-31,238000,2005.01
Canterbury,2005-02-28,242000,2005.02
Canterbury,2005-03-31,252250,2005.03
Canterbury,2005-04-30,246000,2005.04
Canterbury,2005-05-31,250000,2005.05
Canterbury,2005-06-30,260000,2005.06
Canterbury,2005-07-31,256000,2005.07
Canterbury,2005-08-31,263000,2005.08
Canterbury,2005-09-30,265150,2005.09
Canterbury,2005-10-31,265000,2005.10
Canterbury,2005-11-30,275000,2005.11
Canterbury,2005-12-31,270000,2005.12
Canterbury,2006-01-31,270000,2006.01
Canterbury,2006-02-28,275000,2006.02
Canterbury,2006-03-31,270000,2006.03
Canterbury,2006-04-30,284500,2006.04
Canterbury,2006-05-31,275000,2006.05
Canterbury,2006-06-30,278000,2006.06
Canterbury,2006-07-31,275000,2006.07
Canterbury,2006-08-31,277000,2006.08
Canterbury,2006-09-30,281000,2006.09
Canterbury,2006-10-31,288000,2006.10
Canterbury,2006-11-30,295000,2006.11
Canterbury,2006-12-31,295000,2006.12
Canterbury,2007-01-31,294800,2007.01
Canterbury,2007-02-28,300000,2007.02
Canterbury,2007-03-31,305000,2007.03
Canterbury,2007-04-30,315000,2007.04
Canterbury,2007-05-31,312000,2007.05
Canterbury,2007-06-30,310000,2007.06
Canterbury,2007-07-31,315000,2007.07
Canterbury,2007-08-31,315000,2007.08
Canterbury,2007-09-30,317000,2007.09
Canterbury,2007-10-31,315000,2007.10
Canterbury,2007-11-30,319000,2007.11
Canterbury,2007-12-31,324000,2007.12
Canterbury,2008-01-31,311000,2008.01
Canterbury,2008-02-29,325000,2008.02
Canterbury,2008-03-31,315000,2008.03
Canterbury,2008-04-30,308000,2008.04
Canterbury,2008-05-31,305000,2008.05
Canterbury,2008-06-30,304000,2008.06
Canterbury,2008-07-31,300000,2008.07
Canterbury,2008-08-31,295000,2008.08
Canterbury,2008-09-30,298000,2008.09
Canterbury,2008-10-31,295000,2008.10
Canterbury,2008-11-30,305000,2008.11
Canterbury,2008-12-31,305000,2008.12
