location,timestamp,median_price,TIME_REF
NZ total,1992-01-31,105000,1992.01
NZ total,1992-02-29,110000,1992.02
NZ total,1992-03-31,110000,1992.03
NZ total,1992-04-30,110000,1992.04
NZ total,1992-05-31,110000,1992.05
NZ total,1992-06-30,108000,1992.06
NZ total,1992-07-31,110000,1992.07
NZ total,1992-08-31,110000,1992.08
NZ total,1992-09-30,110000,1992.09
NZ total,1992-10-31,111000,1992.10
NZ total,1992-11-30,110000,1992.11
NZ total,1992-12-31,113000,1992.12
NZ total,1993-01-31,112000,1993.01
NZ total,1993-02-28,114000,1993.02
NZ total,1993-03-31,113000,1993.03
NZ total,1993-04-30,115000,1993.04
NZ total,1993-05-31,112000,1993.05
NZ total,1993-06-30,115000,1993.06
NZ total,1993-07-31,115000,1993.07
NZ total,1993-08-31,116000,1993.08
NZ total,1993-09-30,118000,1993.09
NZ total,1993-10-31,119740,1993.10
NZ total,1993-11-30,122000,1993.11
NZ total,1993-12-31,121000,1993.12
NZ total,1994-01-31,123000,1994.01
NZ total,1994-02-28,125000,1994.02
NZ total,1994-03-31,126000,1994.03
NZ total,1994-04-30,127000,1994.04
NZ total,1994-05-31,127000,1994.05
NZ total,1994-06-30,129000,1994.06
NZ total,1994-07-31,129000,1994.07
NZ total,1994-08-31,131000,1994.08
NZ total,1994-09-30,132000,1994.09
NZ total,1994-10-31,134000,1994.10
NZ total,1994-11-30,135000,1994.11
NZ total,1994-12-31,133000,1994.12
NZ total,1995-01-31,130000,1995.01
NZ total,1995-02-28,135000,1995.02
NZ total,1995-03-31,135000,1995.03
NZ total,1995-04-30,135800,1995.04
NZ total,1995-05-31,137000,1995.05
NZ total,1995-06-30,137000,1995.06
NZ total,1995-07-31,138000,1995.07
NZ total,1995-08-31,140000,1995.08
NZ total,1995-09-30,141000,1995.09
NZ total,1995-10-31,144000,1995.10
NZ total,1995-11-30,145000,1995.11
NZ total,1995-12-31,140000,1995.12
NZ total,1996-01-31,146000,1996.01
NZ total,1996-02-29,153500,1996.02
NZ total,1996-03-31,155000,1996.03
NZ total,1996-04-30,149000,1996.04
NZ total,1996-05-31,148000,1996.05
NZ total,1996-06-30,145000,1996.06
NZ total,1996-07-31,147000,1996.07
NZ total,1996-08-31,147000,1996.08
NZ total,1996-09-30,153000,1996.09
NZ total,1996-10-31,155000,1996.10
NZ total,1996-11-30,156000,1996.11
NZ total,1996-12-31,154000,1996.12
NZ total,1997-01-31,160000,1997.01
NZ total,1997-02-28,160000,1997.02
NZ total,1997-03-31,164000,1997.03
NZ total,1997-04-30,163000,1997.04
NZ total,1997-05-31,163000,1997.05
NZ total,1997-06-30,162000,1997.06
NZ total,1997-07-31,162000,1997.07
NZ total,1997-08-31,165000,1997.08
NZ total,1997-09-30,163000,1997.09
NZ total,1997-10-31,165000,1997.10
NZ total,1997-11-30,170000,1997.11
NZ total,1997-12-31,165000,1997.12
NZ total,1998-01-31,163000,1998.01
NZ total,1998-02-28,161000,1998.02
NZ total,1998-03-31,165200,1998.03
NZ total,1998-04-30,162000,1998.04
NZ total,1998-05-31,165000,1998.05
NZ total,1998-06-30,165000,1998.06
NZ total,1998-07-31,165000,1998.07
NZ total,1998-08-31,164000,1998.08
NZ total,1998-09-30,165000,1998.09
NZ total,1998-10-31,165000,1998.10
NZ total,1998-11-30,168000,1998.11
NZ total,1998-12-31,169000,1998.12
NZ total,1999-01-31,164800,1999.01
NZ total,1999-02-28,170000,1999.02
NZ total,1999-03-31,168000,1999.03
NZ total,1999-04-30,169900,1999.04
NZ total,1999-05-31,167500,1999.05
NZ total,1999-06-30,172000,1999.06
NZ total,1999-07-31,168000,1999.07
NZ total,1999-08-31,169000,1999.08
NZ total,1999-09-30,170000,1999.09
NZ total,1999-10-31,168000,1999.10
NZ total,1999-11-30,172000,1999.11
NZ total,1999-12-31,169500,1999.12
NZ total,2000-01-31,170000,2000.01
NZ total,2000-02-29,170000,2000.02
NZ total,2000-03-31,175000,2000.03
NZ total,2000-04-30,176500,2000.04
NZ total,2000-05-31,172000,2000.05
NZ total,2000-06-30,170000,2000.06
NZ total,2000-07-31,170000,2000.07
NZ total,2000-08-31,170000,2000.08
NZ total,2000-09-30,173000,2000.09
NZ total,2000-10-31,170000,2000.10
NZ total,2000-11-30,174000,2000.11
NZ total,2000-12-31,170000,2000.12
NZ total,2001-01-31,175000,2001.01
NZ total,2001-02-28,173000,2001.02
NZ total,2001-03-31,173000,2001.03
NZ total,2001-04-30,177000,2001.04
NZ total,2001-05-31,170000,2001.05
NZ total,2001-06-30,177000,2001.06
NZ total,2001-07-31,170000,2001.07
NZ total,2001-08-31,176000,2001.08
NZ total,2001-09-30,173000,2001.09
NZ total,2001-10-31,178500,2001.10
NZ total,2001-11-30,176000,2001.11
NZ total,2001-12-31,178000,2001.12
NZ total,2002-01-31,175500,2002.01
NZ total,2002-02-28,186000,2002.02
NZ total,2002-03-31,186000,2002.03
NZ total,2002-04-30,189000,2002.04
NZ total,2002-05-31,187000,2002.05
NZ total,2002-06-30,183000,2002.06
NZ total,2002-07-31,185000,2002.07
NZ total,2002-08-31,185000,2002.08
NZ total,2002-09-30,185000,2002.09
NZ total,2002-10-31,187500,2002.10
NZ total,2002-11-30,197500,2002.11
NZ total,2002-12-31,191500,2002.12
NZ total,2003-01-31,193000,2003.01
NZ total,2003-02-28,194500,2003.02
NZ total,2003-03-31,200000,2003.03
NZ total,2003-04-30,202000,2003.04
NZ total,2003-05-31,210000,2003.05
NZ total,2003-06-30,210000,2003.06
NZ total,2003-07-31,211500,2003.07
NZ total,2003-08-31,215000,2003.08
NZ total,2003-09-30,215000,2003.09
NZ total,2003-10-31,225500,2003.10
NZ total,2003-11-30,233000,2003.11
NZ total,2003-12-31,228000,2003.12
NZ total,2004-01-31,229000,2004.01
NZ total,2004-02-29,230000,2004.02
NZ total,2004-03-31,240000,2004.03
NZ total,2004-04-30,241050,2004.04
NZ total,2004-05-31,247000,2004.05
NZ total,2004-06-30,242000,2004.06
NZ total,2004-07-31,248000,2004.07
NZ total,2004-08-31,247500,2004.08
NZ total,2004-09-30,250000,2004.09
NZ total,2004-10-31,252500,2004.10
NZ total,2004-11-30,260000,2004.11
NZ total,2004-12-31,260000,2004.12
NZ total,2005-01-31,265000,2005.01
NZ total,2005-02-28,270000,2005.02
NZ total,2005-03-31,280500,2005.03
NZ total,2005-04-30,273000,2005.04
NZ total,2005-05-31,275000,2005.05
NZ total,2005-06-30,282500,2005.06
NZ total,2005-07-31,283000,2005.07
NZ total,2005-08-31,286250,2005.08
NZ total,2005-09-30,290000,2005.09
NZ total,2005-10-31,296500,2005.10
NZ total,2005-11-30,300000,2005.11
NZ total,2005-12-31,300000,2005.12
NZ total,2006-01-31,293000,2006.01
NZ total,2006-02-28,295000,2006.02
NZ total,2006-03-31,300000,2006.03
NZ total,2006-04-30,308000,2006.04
NZ total,2006-05-31,303000,2006.05
NZ total,2006-06-30,310000,2006.06
NZ total,2006-07-31,315000,2006.07
NZ total,2006-08-31,310000,2006.08
NZ total,2006-09-30,313000,2006.09
NZ total,2006-10-31,325000,2006.10
NZ total,2006-11-30,330000,2006.11
NZ total,2006-12-31,330000,2006.12
NZ total,2007-01-31,325500,2007.01
NZ total,2007-02-28,335000,2007.02
NZ total,2007-03-31,342000,2007.03
NZ total,2007-04-30,346000,2007.04
NZ total,2007-05-31,349238,2007.05
NZ total,2007-06-30,348000,2007.06
NZ total,2007-07-31,345000,2007.07
NZ total,2007-08-31,348000,2007.08
NZ total,2007-09-30,350000,2007.09
NZ total,2007-10-31,347000,2007.10
NZ total,2007-11-30,355000,2007.11
NZ total,2007-12-31,345000,2007.12
NZ total,2008-01-31,340000,2008.01
NZ total,2008-02-29,336500,2008.02
NZ total,2008-03-31,349000,2008.03
NZ total,2008-04-30,345000,2008.04
NZ total,2008-05-31,346000,2008.05
NZ total,2008-06-30,335000,2008.06
NZ total,2008-07-31,340000,2008.07
NZ total,2008-08-31,330000,2008.08
NZ total,2008-09-30,330000,2008.09
NZ total,2008-10-31,335000,2008.10
NZ total,2008-11-30,338000,2008.11
NZ total,2008-12-31,330000,2008.12
NZ total,2009-01-31,320000,2009.01
NZ total,2009-02-28,330000,2009.02
NZ total,2009-03-31,336800,2009.03
NZ total,2009-04-30,340000,2009.04
NZ total,2009-05-31,338000,2009.05
NZ total,2009-06-30,340000,2009.06
NZ total,2009-07-31,340000,2009.07
NZ total,2009-08-31,346000,2009.08
NZ total,2009-09-30,348880,2009.09
NZ total,2009-10-31,357000,2009.10
NZ total,2009-11-30,355000,2009.11
NZ total,2009-12-31,360000,2009.12
NZ total,2010-01-31,350000,2010.01
NZ total,2010-02-28,350000,2010.02
NZ total,2010-03-31,360000,2010.03
NZ total,2010-04-30,355000,2010.04
NZ total,2010-05-31,350000,2010.05
NZ total,2010-06-30,352000,2010.06
NZ total,2010-07-31,350000,2010.07
NZ total,2010-08-31,350000,2010.08
NZ total,2010-09-30,350000,2010.09
NZ total,2010-10-31,353888,2010.10
NZ total,2010-11-30,359000,2010.11
NZ total,2010-12-31,352000,2010.12
NZ total,2011-01-31,340000,2011.01
NZ total,2011-02-28,347000,2011.02
NZ total,2011-03-31,365000,2011.03
NZ total,2011-04-30,360000,2011.04
NZ total,2011-05-31,351000,2011.05
NZ total,2011-06-30,357000,2011.06
NZ total,2011-07-31,345000,2011.07
NZ total,2011-08-31,355000,2011.08
NZ total,2011-09-30,350000,2011.09
NZ total,2011-10-31,358500,2011.10
NZ total,2011-11-30,367000,2011.11
NZ total,2011-12-31,355000,2011.12
NZ total,2012-01-31,354000,2012.01
NZ total,2012-02-29,353590,2012.02
NZ total,2012-03-31,373000,2012.03
NZ total,2012-04-30,365000,2012.04
NZ total,2012-05-31,368750,2012.05
NZ total,2012-06-30,370000,2012.06
NZ total,2012-07-31,363000,2012.07
NZ total,2012-08-31,370000,2012.08
NZ total,2012-09-30,371000,2012.09
NZ total,2012-10-31,380000,2012.10
NZ total,2012-11-30,382609,2012.11
NZ total,2012-12-31,390000,2012.12
NZ total,2013-01-31,370000,2013.01
NZ total,2013-02-28,382000,2013.02
NZ total,2013-03-31,398500,2013.03
NZ total,2013-04-30,392000,2013.04
NZ total,2013-05-31,390000,2013.05
NZ total,2013-06-30,395000,2013.06
NZ total,2013-07-31,385000,2013.07
NZ total,2013-08-31,390000,2013.08
NZ total,2013-09-30,400000,2013.09
NZ total,2013-10-31,407000,2013.10
NZ total,2013-11-30,425000,2013.11
NZ total,2013-12-31,426500,2013.12
NZ total,2014-01-31,400000,2014.01
NZ total,2014-02-28,415000,2014.02
NZ total,2014-03-31,440000,2014.03
NZ total,2014-04-30,430000,2014.04
NZ total,2014-05-31,430000,2014.05
NZ total,2014-06-30,425000,2014.06
NZ total,2014-07-31,416000,2014.07
NZ total,2014-08-31,420000,2014.08
NZ total,2014-09-30,420000,2014.09
NZ total,2014-10-31,430000,2014.10
NZ total,2014-11-30,457000,2014.11
NZ total,2014-12-31,454000,2014.12
NZ total,2015-01-31,425000,2015.01
NZ total,2015-02-28,430000,2015.02
NZ total,2015-03-31,475000,2015.03
NZ total,2015-04-30,452000,2015.04
NZ total,2015-05-31,460000,2015.05
NZ total,2015-06-30,450000,2015.06
NZ total,2015-07-31,464000,2015.07
NZ total,2015-08-31,465000,2015.08
NZ total,2015-09-30,480007,2015.09
NZ total,2015-10-31,457500,2015.10
NZ total,2015-11-30,456000,2015.11
NZ total,2015-12-31,460000,2015.12
NZ total,2016-01-31,445000,2016.01
NZ total,2016-02-29,450000,2016.02
NZ total,2016-03-31,493000,2016.03
NZ total,2016-04-30,489000,2016.04
NZ total,2016-05-31,506000,2016.05
NZ total,2016-06-30,500000,2016.06
NZ total,2016-07-31,500000,2016.07
NZ total,2016-08-31,490000,2016.08
NZ total,2016-09-30,520000,2016.09
NZ total,2016-10-31,510000,2016.10
NZ total,2016-11-30,520000,2016.11
NZ total,2016-12-31,520000,2016.12
NZ total,2017-01-31,485500,2017.01
NZ total,2017-02-28,496000,2017.02
NZ total,2017-03-31,550000,2017.03
NZ total,2017-04-30,540000,2017.04
NZ total,2017-05-31,535000,2017.05
NZ total,2017-06-30,530000,2017.06
NZ total,2017-07-31,518000,2017.07
NZ total,2017-08-31,530000,2017.08
NZ total,2017-09-30,525000,2017.09
NZ total,2017-10-31,530000,2017.10
NZ total,2017-11-30,540000,2017.11
NZ total,2017-12-31,551750,2017.12
NZ total,2018-01-31,520000,2018.01
NZ total,2018-02-28,530000,2018.02
NZ total,2018-03-31,560000,2018.03
NZ total,2018-04-30,550000,2018.04
NZ total,2018-05-31,560000,2018.05
NZ total,2018-06-30,560000,2018.06
NZ total,2018-07-31,550000,2018.07
NZ total,2018-08-31,550000,2018.08
NZ total,2018-09-30,560000,2018.09
NZ total,2018-10-31,561500,2018.10
NZ total,2018-11-30,580000,2018.11
NZ total,2018-12-31,560000,2018.12
NZ total,2019-01-31,550000,2019.01
NZ total,2019-02-28,560000,2019.02
NZ total,2019-03-31,585000,2019.03
NZ total,2019-04-30,580000,2019.04
NZ total,2019-05-31,580000,2019.05
NZ total,2019-06-30,585000,2019.06
NZ total,2019-07-31,575000,2019.07
NZ total,2019-08-31,580000,2019.08
NZ total,2019-09-30,596596,2019.09
NZ total,2019-10-31,605000,2019.10
NZ total,2019-11-30,632000,2019.11
NZ total,2019-12-31,628000,2019.12
NZ total,2020-01-31,612000,2020.01
NZ total,2020-02-29,640000,2020.02
NZ total,2020-03-31,670000,2020.03
NZ total,2020-04-30,680000,2020.04
NZ total,2020-05-31,620000,2020.05
NZ total,2020-06-30,639000,2020.06
NZ total,2020-07-31,659000,2020.07
NZ total,2020-08-31,675000,2020.08
NZ total,2020-09-30,689000,2020.09
NZ total,2020-10-31,725000,2020.10
NZ total,2020-11-30,745000,2020.11
NZ total,2020-12-31,745000,2020.12
NZ total,2021-01-31,730000,2021.01
NZ total,2021-02-28,780000,2021.02
Northland,1992-01-31,90000,1992.01
Northland,1992-02-29,95000,1992.02
Northland,1992-03-31,88000,1992.03
Northland,1992-04-30,93000,1992.04
Northland,1992-05-31,88000,1992.05
Northland,1992-06-30,88000,1992.06
Northland,1992-07-31,88000,1992.07
Northland,1992-08-31,92500,1992.08
Northland,1992-09-30,88000,1992.09
Northland,1992-10-31,84500,1992.10
Northland,1992-11-30,88000,1992.11
Northland,1992-12-31,106000,1992.12
Northland,1993-01-31,105000,1993.01
Northland,1993-02-28,95000,1993.02
Northland,1993-03-31,91000,1993.03
Northland,1993-04-30,95000,1993.04
Northland,1993-05-31,100000,1993.05
Northland,1993-06-30,89000,1993.06
Northland,1993-07-31,90000,1993.07
Northland,1993-08-31,89000,1993.08
Northland,1993-09-30,103000,1993.09
Northland,1993-10-31,92000,1993.10
Northland,1993-11-30,95000,1993.11
Northland,1993-12-31,97000,1993.12
Northland,1994-01-31,98000,1994.01
Northland,1994-02-28,100000,1994.02
Northland,1994-03-31,104500,1994.03
Northland,1994-04-30,105000,1994.04
Northland,1994-05-31,109000,1994.05
Northland,1994-06-30,97000,1994.06
Northland,1994-07-31,95000,1994.07
Northland,1994-08-31,105000,1994.08
Northland,1994-09-30,98000,1994.09
Northland,1994-10-31,109000,1994.10
Northland,1994-11-30,108000,1994.11
Northland,1994-12-31,110000,1994.12
Northland,1995-01-31,105000,1995.01
Northland,1995-02-28,110000,1995.02
Northland,1995-03-31,100000,1995.03
Northland,1995-04-30,105000,1995.04
Northland,1995-05-31,108000,1995.05
Northland,1995-06-30,125000,1995.06
Northland,1995-07-31,105000,1995.07
Northland,1995-08-31,106000,1995.08
Northland,1995-09-30,112000,1995.09
Northland,1995-10-31,113000,1995.10
Northland,1995-11-30,110000,1995.11
Northland,1995-12-31,100000,1995.12
Northland,1996-01-31,112000,1996.01
Northland,1996-02-29,112300,1996.02
Northland,1996-03-31,117500,1996.03
Northland,1996-04-30,113000,1996.04
Northland,1996-05-31,117000,1996.05
Northland,1996-06-30,115000,1996.06
Northland,1996-07-31,117500,1996.07
Northland,1996-08-31,112000,1996.08
Northland,1996-09-30,120000,1996.09
Northland,1996-10-31,124000,1996.10
Northland,1996-11-30,127000,1996.11
Northland,1996-12-31,120000,1996.12
Northland,1997-01-31,124000,1997.01
Northland,1997-02-28,128000,1997.02
Northland,1997-03-31,129000,1997.03
Northland,1997-04-30,132500,1997.04
Northland,1997-05-31,139000,1997.05
Northland,1997-06-30,135000,1997.06
Northland,1997-07-31,134000,1997.07
Northland,1997-08-31,140000,1997.08
Northland,1997-09-30,140000,1997.09
Northland,1997-10-31,136000,1997.10
Northland,1997-11-30,144000,1997.11
Northland,1997-12-31,148000,1997.12
Northland,1998-01-31,150000,1998.01
Northland,1998-02-28,141500,1998.02
Northland,1998-03-31,150000,1998.03
Northland,1998-04-30,145000,1998.04
Northland,1998-05-31,155000,1998.05
Northland,1998-06-30,144500,1998.06
Northland,1998-07-31,145000,1998.07
Northland,1998-08-31,158000,1998.08
Northland,1998-09-30,137000,1998.09
Northland,1998-10-31,142000,1998.10
Northland,1998-11-30,153500,1998.11
Northland,1998-12-31,139000,1998.12
Northland,1999-01-31,149000,1999.01
Northland,1999-02-28,142000,1999.02
Northland,1999-03-31,150000,1999.03
Northland,1999-04-30,155000,1999.04
Northland,1999-05-31,152500,1999.05
Northland,1999-06-30,150000,1999.06
Northland,1999-07-31,141000,1999.07
Northland,1999-08-31,141000,1999.08
Northland,1999-09-30,152000,1999.09
Northland,1999-10-31,140000,1999.10
Northland,1999-11-30,143750,1999.11
Northland,1999-12-31,144000,1999.12
Northland,2000-01-31,173000,2000.01
Northland,2000-02-29,130000,2000.02
Northland,2000-03-31,150000,2000.03
Northland,2000-04-30,156000,2000.04
Northland,2000-05-31,135000,2000.05
Northland,2000-06-30,153000,2000.06
Northland,2000-07-31,130000,2000.07
Northland,2000-08-31,138000,2000.08
Northland,2000-09-30,140000,2000.09
Northland,2000-10-31,156000,2000.10
Northland,2000-11-30,160000,2000.11
Northland,2000-12-31,137000,2000.12
Northland,2001-01-31,150000,2001.01
Northland,2001-02-28,162000,2001.02
Northland,2001-03-31,146500,2001.03
Northland,2001-04-30,150000,2001.04
Northland,2001-05-31,160000,2001.05
Northland,2001-06-30,160500,2001.06
Northland,2001-07-31,163000,2001.07
Northland,2001-08-31,155000,2001.08
Northland,2001-09-30,135000,2001.09
Northland,2001-10-31,163000,2001.10
Northland,2001-11-30,158000,2001.11
Northland,2001-12-31,168500,2001.12
Northland,2002-01-31,160000,2002.01
Northland,2002-02-28,158000,2002.02
Northland,2002-03-31,175000,2002.03
Northland,2002-04-30,159000,2002.04
Northland,2002-05-31,170000,2002.05
Northland,2002-06-30,155000,2002.06
Northland,2002-07-31,177000,2002.07
Northland,2002-08-31,157000,2002.08
Northland,2002-09-30,170000,2002.09
Northland,2002-10-31,170000,2002.10
Northland,2002-11-30,158000,2002.11
Northland,2002-12-31,168000,2002.12
Northland,2003-01-31,165000,2003.01
Northland,2003-02-28,169000,2003.02
Northland,2003-03-31,168000,2003.03
Northland,2003-04-30,150000,2003.04
Northland,2003-05-31,170000,2003.05
Northland,2003-06-30,167500,2003.06
Northland,2003-07-31,175000,2003.07
Northland,2003-08-31,169500,2003.08
Northland,2003-09-30,185000,2003.09
Northland,2003-10-31,185000,2003.10
Northland,2003-11-30,177000,2003.11
Northland,2003-12-31,195000,2003.12
Northland,2004-01-31,191000,2004.01
Northland,2004-02-29,183000,2004.02
Northland,2004-03-31,205000,2004.03
Northland,2004-04-30,200000,2004.04
Northland,2004-05-31,186000,2004.05
Northland,2004-06-30,185000,2004.06
Northland,2004-07-31,190000,2004.07
Northland,2004-08-31,194760,2004.08
Northland,2004-09-30,198000,2004.09
Northland,2004-10-31,185000,2004.10
Northland,2004-11-30,220000,2004.11
Northland,2004-12-31,220000,2004.12
Northland,2005-01-31,210000,2005.01
Northland,2005-02-28,220000,2005.02
Northland,2005-03-31,245000,2005.03
Northland,2005-04-30,231500,2005.04
Northland,2005-05-31,254000,2005.05
Northland,2005-06-30,241000,2005.06
Northland,2005-07-31,230000,2005.07
Northland,2005-08-31,249000,2005.08
Northland,2005-09-30,258000,2005.09
Northland,2005-10-31,258000,2005.10
Northland,2005-11-30,257500,2005.11
Northland,2005-12-31,307000,2005.12
Northland,2006-01-31,280000,2006.01
Northland,2006-02-28,275000,2006.02
Northland,2006-03-31,283000,2006.03
Northland,2006-04-30,257000,2006.04
Northland,2006-05-31,286000,2006.05
Northland,2006-06-30,270000,2006.06
Northland,2006-07-31,277000,2006.07
Northland,2006-08-31,265000,2006.08
Northland,2006-09-30,285000,2006.09
Northland,2006-10-31,295000,2006.10
Northland,2006-11-30,290000,2006.11
Northland,2006-12-31,290000,2006.12
Northland,2007-01-31,315000,2007.01
Northland,2007-02-28,290000,2007.02
Northland,2007-03-31,307000,2007.03
Northland,2007-04-30,320000,2007.04
Northland,2007-05-31,325000,2007.05
Northland,2007-06-30,310000,2007.06
Northland,2007-07-31,320000,2007.07
Northland,2007-08-31,320000,2007.08
Northland,2007-09-30,315000,2007.09
Northland,2007-10-31,321000,2007.10
Northland,2007-11-30,300000,2007.11
Northland,2007-12-31,325000,2007.12
Northland,2008-01-31,326000,2008.01
Northland,2008-02-29,317500,2008.02
Northland,2008-03-31,325000,2008.03
Northland,2008-04-30,350000,2008.04
Northland,2008-05-31,305000,2008.05
Northland,2008-06-30,304000,2008.06
Northland,2008-07-31,310000,2008.07
Northland,2008-08-31,282000,2008.08
Northland,2008-09-30,300000,2008.09
Northland,2008-10-31,345500,2008.10
Northland,2008-11-30,322000,2008.11
Northland,2008-12-31,315000,2008.12
Northland,2009-01-31,280000,2009.01
Northland,2009-02-28,305000,2009.02
Northland,2009-03-31,310000,2009.03
Northland,2009-04-30,290000,2009.04
Northland,2009-05-31,310000,2009.05
Northland,2009-06-30,310000,2009.06
Northland,2009-07-31,315000,2009.07
Northland,2009-08-31,285000,2009.08
Northland,2009-09-30,285000,2009.09
Northland,2009-10-31,315000,2009.10
Northland,2009-11-30,335000,2009.11
Northland,2009-12-31,315000,2009.12
Northland,2010-01-31,315000,2010.01
Northland,2010-02-28,305000,2010.02
Northland,2010-03-31,335000,2010.03
Northland,2010-04-30,310500,2010.04
Northland,2010-05-31,305000,2010.05
Northland,2010-06-30,282000,2010.06
Northland,2010-07-31,315000,2010.07
Northland,2010-08-31,310000,2010.08
Northland,2010-09-30,300000,2010.09
Northland,2010-10-31,315000,2010.10
Northland,2010-11-30,310000,2010.11
Northland,2010-12-31,296000,2010.12
Northland,2011-01-31,300000,2011.01
Northland,2011-02-28,325500,2011.02
Northland,2011-03-31,320000,2011.03
Northland,2011-04-30,285000,2011.04
Northland,2011-05-31,280000,2011.05
Northland,2011-06-30,325000,2011.06
Northland,2011-07-31,270500,2011.07
Northland,2011-08-31,306000,2011.08
Northland,2011-09-30,290000,2011.09
Northland,2011-10-31,285000,2011.10
Northland,2011-11-30,310000,2011.11
Northland,2011-12-31,283000,2011.12
Northland,2012-01-31,305000,2012.01
Northland,2012-02-29,315000,2012.02
Northland,2012-03-31,315000,2012.03
Northland,2012-04-30,290000,2012.04
Northland,2012-05-31,285000,2012.05
Northland,2012-06-30,295000,2012.06
Northland,2012-07-31,295000,2012.07
Northland,2012-08-31,300000,2012.08
Northland,2012-09-30,285000,2012.09
Northland,2012-10-31,262000,2012.10
Northland,2012-11-30,281000,2012.11
Northland,2012-12-31,300000,2012.12
Northland,2013-01-31,285000,2013.01
Northland,2013-02-28,335000,2013.02
Northland,2013-03-31,299000,2013.03
Northland,2013-04-30,305000,2013.04
Northland,2013-05-31,300000,2013.05
Northland,2013-06-30,299500,2013.06
Northland,2013-07-31,297000,2013.07
Northland,2013-08-31,299500,2013.08
Northland,2013-09-30,293000,2013.09
Northland,2013-10-31,300000,2013.10
Northland,2013-11-30,300000,2013.11
Northland,2013-12-31,347500,2013.12
Northland,2014-01-31,313000,2014.01
Northland,2014-02-28,344500,2014.02
Northland,2014-03-31,310000,2014.03
Northland,2014-04-30,320000,2014.04
Northland,2014-05-31,335000,2014.05
Northland,2014-06-30,295000,2014.06
Northland,2014-07-31,280000,2014.07
Northland,2014-08-31,294800,2014.08
Northland,2014-09-30,267000,2014.09
Northland,2014-10-31,305000,2014.10
Northland,2014-11-30,310000,2014.11
Northland,2014-12-31,300000,2014.12
Northland,2015-01-31,330000,2015.01
Northland,2015-02-28,328000,2015.02
Northland,2015-03-31,325000,2015.03
Northland,2015-04-30,349000,2015.04
Northland,2015-05-31,325000,2015.05
Northland,2015-06-30,315500,2015.06
Northland,2015-07-31,320000,2015.07
Northland,2015-08-31,320000,2015.08
Northland,2015-09-30,340000,2015.09
Northland,2015-10-31,360000,2015.10
Northland,2015-11-30,330000,2015.11
Northland,2015-12-31,360000,2015.12
Northland,2016-01-31,335000,2016.01
Northland,2016-02-29,350000,2016.02
Northland,2016-03-31,350000,2016.03
Northland,2016-04-30,359000,2016.04
Northland,2016-05-31,350000,2016.05
Northland,2016-06-30,360000,2016.06
Northland,2016-07-31,370000,2016.07
Northland,2016-08-31,358000,2016.08
Northland,2016-09-30,383000,2016.09
Northland,2016-10-31,400000,2016.10
Northland,2016-11-30,397000,2016.11
Northland,2016-12-31,411500,2016.12
Northland,2017-01-31,400000,2017.01
Northland,2017-02-28,415000,2017.02
Northland,2017-03-31,441500,2017.03
Northland,2017-04-30,420000,2017.04
Northland,2017-05-31,445000,2017.05
Northland,2017-06-30,425000,2017.06
Northland,2017-07-31,455000,2017.07
Northland,2017-08-31,420000,2017.08
Northland,2017-09-30,450000,2017.09
Northland,2017-10-31,415000,2017.10
Northland,2017-11-30,425000,2017.11
Northland,2017-12-31,440000,2017.12
Northland,2018-01-31,425000,2018.01
Northland,2018-02-28,450000,2018.02
Northland,2018-03-31,455000,2018.03
Northland,2018-04-30,450000,2018.04
Northland,2018-05-31,474000,2018.05
Northland,2018-06-30,450000,2018.06
Northland,2018-07-31,481000,2018.07
Northland,2018-08-31,458000,2018.08
Northland,2018-09-30,505000,2018.09
Northland,2018-10-31,480000,2018.10
Northland,2018-11-30,505000,2018.11
Northland,2018-12-31,480000,2018.12
Northland,2019-01-31,494000,2019.01
Northland,2019-02-28,500500,2019.02
Northland,2019-03-31,502000,2019.03
Northland,2019-04-30,487500,2019.04
Northland,2019-05-31,465000,2019.05
Northland,2019-06-30,475000,2019.06
Northland,2019-07-31,475000,2019.07
Northland,2019-08-31,506000,2019.08
Northland,2019-09-30,478000,2019.09
Northland,2019-10-31,515000,2019.10
Northland,2019-11-30,505000,2019.11
Northland,2019-12-31,539000,2019.12
Northland,2020-01-31,518000,2020.01
Northland,2020-02-29,560000,2020.02
Northland,2020-03-31,565000,2020.03
Northland,2020-04-30,509285,2020.04
Northland,2020-05-31,530000,2020.05
Northland,2020-06-30,528000,2020.06
Northland,2020-07-31,557000,2020.07
Northland,2020-08-31,590000,2020.08
Northland,2020-09-30,550000,2020.09
Northland,2020-10-31,600000,2020.10
Northland,2020-11-30,588500,2020.11
Northland,2020-12-31,672500,2020.12
Northland,2021-01-31,625000,2021.01
Northland,2021-02-28,655000,2021.02
Auckland,1992-01-31,135000,1992.01
Auckland,1992-02-29,142000,1992.02
Auckland,1992-03-31,135000,1992.03
Auckland,1992-04-30,135000,1992.04
Auckland,1992-05-31,135000,1992.05
Auckland,1992-06-30,137000,1992.06
Auckland,1992-07-31,138000,1992.07
Auckland,1992-08-31,136000,1992.08
Auckland,1992-09-30,140000,1992.09
Auckland,1992-10-31,137500,1992.10
Auckland,1992-11-30,140500,1992.11
Auckland,1992-12-31,145000,1992.12
Auckland,1993-01-31,140000,1993.01
Auckland,1993-02-28,140000,1993.02
Auckland,1993-03-31,139000,1993.03
Auckland,1993-04-30,147000,1993.04
